geoid,minority_afternoon_air_temp,white_afternoon_air_temp,climate_zone,population,population_minority
8013012508,-0.08232249599400002,-0.39353008200600004,Continental,3081,533.013
8013012509,0.0027568325560000002,0.015870414444,Continental,3328,492.5440000000001
8013012511,0.122163009205,0.31258079579500003,Continental,6470,1818.0700000000002
8013012603,0.0177197938,0.0708791752,Continental,3411,682.2
8013012605,0.15841800265,0.35260781235,Continental,1485,460.35
8013012607,0.14472210039800001,0.407652328602,Continental,5926,1552.612
8013012608,0.06191521009099999,0.24921649890899997,Continental,2462,489.93799999999993
36047000100,-0.50993366829,-0.99429544171,Continental,4405,1493.2949999999998
36047000200,0.738113422375,0.105444774625,Continental,1167,1021.125
36047000301,-0.17744964418800002,-0.9179185298120001,Continental,3924,635.688
36047000501,-0.254214746049,-0.5631960129510001,Continental,4308,1339.788
36047000502,-0.15163915374499998,-0.5880640352550001,Continental,2697,552.885
36047000700,-0.15548955732099998,-0.633797535679,Continental,3906,769.482
36047000900,-0.11482695950399999,-0.278416052496,Continental,4518,1319.2559999999999
36047001100,-0.4879035564360001,-0.699209719564,Continental,1468,603.3480000000001
36047001300,-0.40365134692399995,-0.636687176076,Continental,1917,743.7959999999999
36047001500,-0.8280231523849999,-0.33005118661499994,Continental,9011,6442.865
36047001800,-0.159559937936,-0.032912846064,Continental,1897,1572.613
36047002000,0.69219896607,0.013406503929999999,Continental,1412,1385.172
36047002100,-0.344742350932,-0.986309197068,Continental,5106,1322.454
36047002200,0.544471758632,0.118709433368,Continental,4698,3857.058
36047002300,-0.537303484384,-0.004333092616,Continental,4219,4185.248
36047002901,-0.7659386812639999,-0.018834557736,Continental,4447,4340.272
36047003000,0.20303134963200004,0.266948626368,Continental,1718,742.176
36047003100,-0.22547881024999997,-0.15668866474999998,Continental,3259,1922.81
36047003300,0.164867224282,0.131124201718,Continental,4202,2340.514
36047003400,-0.323647348319,-0.35202561268099997,Continental,3161,1514.119
36047003500,0.25501585887699996,0.223437910123,Continental,1907,1016.4309999999998
36047003600,0.32502733236000003,0.46579342764,Continental,3500,1438.5
36047003700,-0.079927455144,-0.132645563856,Continental,2250,846
36047003800,-0.276895382112,-0.5546222818880001,Continental,1371,456.54299999999995
36047003900,0.196969343994,0.24367795800599998,Continental,2262,1011.114
36047004100,-0.184108713663,-0.407880719337,Continental,3654,1136.394
36047004300,-0.22368064124099996,-0.34548129575899994,Continental,3727,1464.7109999999998
36047004400,-0.202458709632,-0.8520137363679998,Continental,2518,483.456
36047004500,-0.021982442643000002,-0.079319136357,Continental,3385,734.545
36047004600,-0.20363040827999998,-0.6665850117199998,Continental,1301,304.43399999999997
36047004700,-0.17709225868800002,-0.253789149312,Continental,1877,771.4470000000001
36047004900,-0.10823570561999998,-0.14946835537999997,Continental,2612,1097.04
36047005000,-0.24326399999999998,-0.8427359999999999,Continental,2260,506.23999999999995
36047005100,0.040013823575,0.105490989425,Continental,2744,754.6
36047005201,-0.28487173302900004,-0.526728645971,Continental,1707,599.157
36047005202,-0.12305164666399998,-0.7435092453359999,Continental,2442,346.76399999999995
36047005300,-0.133410532967,-0.183479094033,Continental,2167,912.3070000000001
36047005400,-0.006343659504,-0.013988582496,Continental,3185,993.72
36047005601,-0.14238888380499998,-0.35373963119499996,Continental,2447,702.289
36047005602,-0.43315333779,-0.75032572721,Continental,1687,617.442
36047005800,0.381376502656,0.727276121344,Continental,2827,972.4879999999999
36047005900,0.17345993751,0.25483620449,Continental,1213,491.26500000000004
36047006000,0.501207482176,0.509291473824,Continental,3148,1561.408
36047006200,0.37205731134000003,0.61483210866,Continental,2676,1008.852
36047006300,0.12081548036400001,0.4463933476360001,Continental,1866,397.45799999999997
36047006400,0.235213793748,0.7018929542520002,Continental,3042,763.542
36047006500,0.093518418343,0.466472110657,Continental,5976,997.9919999999998
36047006600,0.310722612168,0.5670248798319999,Continental,3542,1253.868
36047006700,0.096243730443,0.46658510255700003,Continental,3886,664.5060000000001
36047006800,1.06862365008,0.7487635099200001,Continental,4900,2881.2
36047006900,0.076861242642,0.305532999358,Continental,3591,721.791
36047007000,0.31110563738,0.36521096562,Continental,2538,1167.48
36047007100,0.16973679789999999,0.0372592971,Continental,5050,4141
36047007200,0.8190001756970001,0.07218608730300001,Continental,1900,1746.1000000000001
36047007400,0.33688559237300003,0.050784824627,Continental,5259,4570.071000000001
36047007500,0.13030460469900002,0.36894675430100005,Continental,4969,1296.909
36047007600,-0.09441721302,-0.015370243980000002,Continental,5151,4429.86
36047007700,0.22115072823299997,0.442965572767,Continental,5159,1717.947
36047007800,-0.25111085640299996,-0.025138710596999996,Continental,5246,4768.6140000000005
36047008000,-0.052071953088,-0.011741714912,Continental,3615,2949.8399999999997
36047008200,0.9099855395900001,0.17204245041000002,Continental,3594,3022.554
36047008400,0.578841954026,0.108618798974,Continental,3621,3048.8820000000005
36047008500,0.674825264768,0.005442139231999999,Continental,7793,7730.656
36047008600,NA,NA,Continental,0,NA
36047008800,-0.067654792026,-0.043986778973999996,Continental,2235,1354.4099999999999
36047009000,-0.12956467251,-0.012814088489999998,Continental,3000,2730
36047009200,1.132311446206,0.13567449579399998,Continental,5322,4752.546
36047009400,1.1253144702920002,0.127819683708,Continental,5066,4549.268
36047009600,0.276850418416,0.046572967584,Continental,6079,5203.624
36047009800,-0.06466533817999999,-0.0030470578199999995,Continental,6479,6187.445
36047010000,-0.064349129274,-0.006676399726,Continental,6035,5467.709999999999
36047010100,0.43814551446,0.14839466554,Continental,4001,2988.747
36047010200,-0.17672721427,-0.005278155729999999,Continental,4698,4561.758
36047010400,0.08693848752000001,0.007559868480000001,Continental,4805,4420.6
36047010600,0.09578250208799999,0.0065492309119999995,Continental,4417,4134.312
36047010800,0.548624221874,0.046412895126,Continental,3866,3564.452
36047011000,0.1562964386,0.0957945914,Continental,2662,1650.44
36047011200,0.438265686144,0.32793306585599996,Continental,6188,3539.5360000000005
36047011400,0.446541265665,0.45556230133500003,Continental,3796,1879.02
36047011600,0.596428349452,0.07826435354799999,Continental,3594,3177.096
36047011700,0.346847452477,0.39586657852299995,Continental,2677,1250.159
36047011800,0.463658026816,0.021339909184000003,Continental,2105,2012.3799999999999
36047011900,0.185389125524,0.32815415847600005,Continental,1322,477.24199999999996
36047012000,0.47961293952600004,0.012802809474,Continental,1213,1181.4620000000002
36047012100,0.26232462755200003,0.293447888448,Continental,1962,926.0640000000001
36047012200,0.603585679524,0.051773364476,Continental,5482,5048.922
36047012600,0.41482160444599997,0.151101457554,Continental,2838,2080.254
36047012700,0.058016678492000005,0.028061479508,Continental,4318,2910.3320000000003
36047012801,0.45524386486800006,0.193251669132,Continental,2293,1609.6860000000001
36047012901,0.094354810222,0.152647310778,Continental,2387,911.8340000000001
36047012902,0.10622400960200001,0.14608955239799998,Continental,2554,1075.2340000000002
36047013000,0.612851583322,0.598317553678,Continental,4615,2335.19
36047013100,0.17153635926,0.23688354373999998,Continental,4155,1745.1
36047013200,0.5093779162229999,0.24975459677699996,Continental,2372,1591.6119999999999
36047013300,0.114562954908,0.23902641209199996,Continental,4454,1443.096
36047013400,0.376815153029,0.5869064659709999,Continental,4117,1609.747
36047013500,0.08614814627100001,0.25435836072900003,Continental,4014,1015.542
36047013600,0.31999530627,0.93488824773,Continental,3609,920.2950000000001
36047013700,0.09557972593200001,0.151396310068,Continental,3554,1375.3980000000001
36047013800,0.595155592916,0.958775459084,Continental,3169,1213.7269999999999
36047013900,0.072926619348,0.13663263165200001,Continental,3650,1270.1999999999998
36047014000,0.5799771420600001,0.9462784949399999,Continental,1986,754.6800000000001
36047014100,0.20370741589000002,0.27901157910999996,Continental,2766,1167.2520000000002
36047014200,0.3922169628,0.5883254442,Continental,3051,1220.4
36047014300,0.27668746338000005,0.26583697462,Continental,3672,1872.72
36047014500,0.184918559244,0.22876949275599995,Continental,3815,1705.305
36047014700,-0.136986884772,-0.14200880722800002,Continental,2408,1182.328
36047014800,0.150107087582,0.35360797141800004,Continental,1213,361.474
36047014900,-0.045667180235,-0.090652760765,Continental,5859,1962.765
36047015000,0.138885355585,0.275697795415,Continental,1598,535.33
36047015100,0.02758272057,0.05915539443000001,Continental,4240,1348.32
36047015200,0.055089343789999995,0.07302540920999999,Continental,2499,1074.57
36047015300,0.020362879236,0.048898614764,Continental,2622,770.8679999999999
36047015400,-0.313313986,-0,Continental,11,11
36047015500,-0.019423174924999998,-0.059855090075,Continental,3993,978.285
36047015700,-0.05612887934099999,-0.145049899659,Continental,4111,1146.9689999999998
36047015900,-0.002969744004,-0.010055448996,Continental,4804,1095.3120000000001
36047016000,0.437564665902,0.4994046400979999,Continental,3965,1851.6550000000002
36047016100,0.195064602336,0.26608102966400005,Continental,3595,1520.685
36047016200,-0.028709721053999996,-0.047241921946,Continental,2294,867.1319999999998
36047016300,0.272056763454,0.653306377546,Continental,3388,996.0719999999999
36047016400,-0.558344506962,-0.332157099038,Continental,1264,792.528
36047016500,-0.013079423882,-0.044794133118,Continental,5919,1337.694
36047016600,0.195655409528,0.867689207472,Continental,1791,329.544
36047016700,-0.042360183966000005,-0.163271777034,Continental,5422,1116.932
36047016800,-0.15982067375999998,-0.17313906324,Continental,1905,914.4
36047016900,-0.052746507095,-0.146296915905,Continental,4822,1277.8300000000002
36047017000,0.041707000515,0.026109260485,Continental,3484,2142.66
36047017100,-0.0737955985,-0.2213867955,Continental,4069,1017.25
36047017200,0.550694804781,0.257961296219,Continental,3262,2221.422
36047017500,NA,NA,Continental,0,NA
36047017700,NA,NA,Continental,0,NA
36047017800,0.9298530682559999,0.300111307744,Continental,3073,2323.1879999999996
36047017900,0.434077183184,0.121008728816,Continental,4348,3400.136
36047018000,0.841438081125,0.405136853875,Continental,3518,2374.65
36047018100,0.107695178352,0.13486152964800002,Continental,3691,1638.804
36047018200,0.775352564298,0.349977717702,Continental,3501,2412.1890000000003
36047018300,0.11851412981699999,0.23108507318299998,Continental,2675,906.8249999999999
36047018400,0.7357077823200001,0.5780561146800001,Continental,2617,1465.5200000000002
36047018501,-0.219293465334,-0.018810188666,Continental,4153,3824.9129999999996
36047018600,0.663479595862,0.7572475901379998,Continental,2155,1006.3850000000001
36047018700,0.052861967309999994,0.04103140269000001,Continental,1488,837.7439999999999
36047018800,0.274420668246,0.298482605754,Continental,2836,1358.444
36047019000,0.4114751465609999,0.16725220443899996,Continental,4763,3386.493
36047019100,0.286712534144,0.291336929856,Continental,2972,1474.112
36047019200,0.493460444761,0.288568786239,Continental,2934,1851.354
36047019300,0.090286744404,0.047766381596,Continental,5882,3846.828
36047019400,0.8252462634040001,0.21019446859600002,Continental,4027,3209.5190000000002
36047019500,0.200006024202,0.231972429798,Continental,3441,1593.183
36047019600,0.6424052183919999,0.333894505608,Continental,4214,2772.8119999999994
36047019700,0.193159926612,0.233241677388,Continental,3714,1682.4419999999998
36047019800,0.551978871264,0.380417870736,Continental,1926,1140.1920000000002
36047019900,0.34156473977799995,0.404209801222,Continental,3432,1571.8559999999998
36047020000,0.596116273956,0.442413820044,Continental,2417,1387.358
36047020100,0.160385032325,0.215223942675,Continental,3945,1684.515
36047020200,0.4179096723,0.5654072037,Continental,1963,834.275
36047020300,0.509297766112,0.301685937888,Continental,1826,1146.728
36047020400,0.294523784588,0.628748267412,Continental,1837,586.003
36047020500,0.24195951532999999,0.28633636967000003,Continental,3128,1432.6239999999998
36047020600,0.36785397460800007,0.514289849392,Continental,2311,963.6870000000001
36047020700,0.08966757030999999,0.12903382069,Continental,4726,1937.6599999999999
36047020800,1.198703599818,0.499176853182,Continental,3092,2182.9519999999998
36047021000,1.0671310282000002,0.4170567718,Continental,3967,2852.273
36047021100,-0.314882830286,-0.067720851714,Continental,2206,1815.538
36047021200,0.928217582692,0.258761423308,Continental,4334,3389.188
36047021300,-0.018711766991999997,-0.0042193200079999995,Continental,4113,3356.2079999999996
36047021400,0.30339314238199994,0.338029991618,Continental,2187,1034.451
36047021500,0.03964924467,0.026988141330000003,Continental,5638,3354.6099999999997
36047021600,0.157586175744,0.663175156256,Continental,4022,772.224
36047021700,0.19436888094000002,0.054821992060000005,Continental,3733,2911.7400000000002
36047021800,0.09072408572500001,0.6716631892749999,Continental,3128,372.232
36047021900,0.410324565924,0.164359700076,Continental,3557,2539.6980000000003
36047022000,0.10913291080500001,0.433816894195,Continental,4776,959.9760000000001
36047022100,0.300747400008,0.17436697599200002,Continental,3976,2516.808
36047022200,0.039648784692,0.561090377308,Continental,4008,264.528
36047022400,0.15814796788399998,0.412783324116,Continental,5785,1602.4449999999997
36047022600,0.37833123998999996,0.25538943001,Continental,2233,1333.1009999999999
36047022700,0.32475313306799997,0.19988843893199998,Continental,3794,2348.486
36047022800,0.15542617114499999,0.29508446985500003,Continental,3627,1251.3149999999998
36047022900,0.43176382235999994,0.30629399364,Continental,3675,2149.875
36047023000,0.052875015520000006,0.27759383148,Continental,4251,680.16
36047023100,0.211118286269,0.14731683473100002,Continental,3696,2176.944
36047023200,-0.02282430771,-0.09303512229,Continental,5561,1095.5169999999998
36047023300,0.119678022351,0.049120316649000004,Continental,5884,4171.756
36047023400,-0.026056745500000002,-0.4950781645,Continental,4563,228.15
36047023500,0.14600893903200002,0.22270050296799998,Continental,4694,1858.824
36047023600,-0.026426211476,-0.362194545524,Continental,5549,377.33200000000005
36047023800,-0.020459520838,-0.414849433162,Continental,3634,170.798
36047024000,0.0570438468,0.4183215432,Continental,4823,578.76
36047024100,0.26537132390400003,0.348914148096,Continental,2765,1194.4800000000002
36047024200,0.041263246079999996,0.32715859392,Continental,2868,321.21599999999995
36047024300,0.47657258995600005,0.23050840404400003,Continental,4122,2778.228
36047024400,0.09166440813000001,0.35330844687,Continental,3609,743.4540000000001
36047024500,0.158794436293,0.059629822707000006,Continental,4491,3264.957
36047024600,0.5111717490600001,0.5881223349400001,Continental,2880,1339.2
36047024700,0.421041077553,0.10591896944700001,Continental,2672,2134.9280000000003
36047024800,0.505311257799,0.285473183201,Continental,2653,1695.267
36047024900,0.21003537571199996,0.10533305628799998,Continental,4018,2675.988
36047025000,0.798580936944,0.10992979905599999,Continental,1853,1628.787
36047025100,0.817733375704,0.249803668296,Continental,3741,2865.6059999999998
36047025200,0.384322714632,0.20876789436800003,Continental,5299,3433.752
36047025300,0.16078097474900002,0.069894742251,Continental,3496,2436.7120000000004
36047025400,0.7746488586920001,0.507882364308,Continental,3413,2061.4519999999998
36047025500,-0.761416909344,-0.009247978656,Continental,5598,5530.824
36047025600,0.537845048065,0.16156333693500002,Continental,3199,2460.031
36047025700,-0.45417321664800003,-0.16628199735200003,Continental,2476,1812.432
36047025800,0.4019914746,0.2971241334,Continental,4354,2503.5499999999997
36047025901,0.19412060384399998,0.07624235415599999,Continental,2257,1620.5259999999998
36047025902,-0.075431597,-0,Continental,3533,3533
36047026000,-0.06030571932,-0.03190486068,Continental,3214,2101.956
36047026100,0.116362156707,0.028908950293,Continental,4497,3602.0969999999998
36047026200,0.09086317002800001,0.040441988972,Continental,2425,1678.1000000000001
36047026300,0.6633333916529999,0.208326781347,Continental,2015,1533.4149999999997
36047026400,0.40891759137200007,0.15588571162800002,Continental,4594,3326.0560000000005
36047026500,0.718682304685,0.19450995031499999,Continental,4118,3240.866
36047026600,0.645649139261,0.170595031739,Continental,3517,2781.9469999999997
36047026700,0.22315526805,0.08895000195,Continental,4055,2899.325
36047026800,0.562912343012,0.38157145398799996,Continental,3965,2363.14
36047026900,0.26251354651500003,0.046689688485,Continental,3147,2671.8030000000003
36047027100,0.9993759198809999,0.13757051911899998,Continental,3103,2727.537
36047027200,0.47401681998000006,0.24419048302000002,Continental,3755,2478.3
36047027300,0.315906067734,0.050574289266,Continental,3431,2957.522
36047027400,0.7633256658,0.4406580342,Continental,3602,2283.668
36047027500,0.074969723027,0.014173823973,Continental,4438,3732.3579999999997
36047027600,1.068845519385,0.385366071615,Continental,3646,2679.81
36047027700,0.28551353425500003,0.037100628745,Continental,4582,4055.07
36047027800,0.55485789984,0.35773733016000003,Continental,3118,1895.744
36047027900,0.6034331539460001,0.103163045054,Continental,3660,3125.6400000000003
36047028100,-0.097451692591,-0.014690646409,Continental,4764,4139.916
36047028300,0.081669691632,0.015210132368,Continental,3863,3256.509
36047028501,0.342587802175,0.099460974825,Continental,454,351.85
36047028502,-0.062796087,-0,Continental,3205,3205
36047028700,0.346870270045,0.063627090955,Continental,3093,2613.585
36047028900,-0.276526665102,-0.038065672898,Continental,3619,3181.101
36047029100,0.37427984557199995,0.07774895342799999,Continental,2991,2476.548
36047029300,0.1577148588,0.0204940212,Continental,3437,3041.745
36047029500,0.08196210083199999,0.023387643168,Continental,4160,3236.48
36047029700,0.5751214964560001,0.10630207754399999,Continental,4253,3589.532
36047029900,0.7345964365300001,0.05106820147,Continental,2941,2749.835
36047030100,0.923760322632,0.065276425368,Continental,2963,2767.442
36047030300,0.6764410937199999,0.013804920279999999,Continental,4914,4815.72
36047030500,0.23959394095000003,0.20002796905,Continental,6528,3557.76
36047030700,0.40446753741,0.019502627590000002,Continental,5954,5680.116
36047030900,0.875674580585,0.015143914415000001,Continental,2405,2364.115
36047031100,0.84436692558,0.07442189442,Continental,2924,2687.156
36047031300,0.38386265833800004,0.074754615662,Continental,5055,4231.035000000001
36047031500,0.351238069226,0.18996080477400001,Continental,4970,3225.53
36047031701,0.36172930626000005,0.16711470874,Continental,3805,2602.6200000000003
36047031702,0.44824494639599993,0.245632679604,Continental,3315,2141.49
36047031900,0.502870403298,0.433573550702,Continental,3141,1686.717
36047032100,0.8346556609789999,0.220534808021,Continental,5488,4341.008
36047032300,0.531098247375,0.163147827625,Continental,3506,2682.09
36047032500,0.248321628262,0.023365054737999998,Continental,6076,5553.464
36047032700,0.12111496914,0.023759395859999997,Continental,2544,2126.784
36047032900,0.6484705418879999,0.37759044211199994,Continental,6105,3858.36
36047033100,0.35287744141800004,0.558950572582,Continental,4058,1570.4460000000001
36047033300,0.23760219771399996,0.5902800242859999,Continental,4547,1304.9889999999998
36047033500,0.210454132863,0.5078193581370001,Continental,3034,888.962
36047033700,0.29565974392499994,0.21853111507499998,Continental,3856,2217.2
36047033900,0.411658594074,0.09845118792600001,Continental,4538,3662.166
36047034100,0.35130856423,0.08455814077,Continental,3056,2463.136
36047034300,0.492427173342,0.058386219658,Continental,5163,4615.722
36047034500,0.46353119125599995,0.077977209744,Continental,3108,2660.448
36047034700,0.497214606354,0.011184786646000002,Continental,3350,3276.2999999999997
36047034900,1.013992265102,0.08578242589799999,Continental,6145,5665.6900000000005
36047035100,0.287846511671,0.086466247329,Continental,4650,3575.85
36047035300,0.9446266809320001,0.215848357068,Continental,5407,4401.298000000001
36047035500,0.702967527763,0.16382350523699998,Continental,5631,4566.741
36047035700,1.5682899869120002,0.033640541088,Continental,2328,2279.112
36047035900,0.8284102982399999,0.03451709576,Continental,5593,5369.28
36047036100,0.799082821556,0.048300870444,Continental,2787,2628.141
36047036300,0.34856893056,0.014523705440000001,Continental,5044,4842.24
36047036501,0.754920684896,0.001512867104,Continental,3417,3410.166
36047036502,0.828864824235,0.030062454765000003,Continental,1415,1365.475
36047036700,0.5023159131989999,0.030362679801,Continental,1281,1207.983
36047036900,0.29431616462000004,0.025940815380000003,Continental,5787,5318.253000000001
36047037100,0.326914240378,0.035518398622,Continental,4711,4249.322
36047037300,0.605714607745,0.11110741325500001,Continental,4486,3790.67
36047037500,0.274555304388,0.066931392612,Continental,3229,2596.116
36047037700,0.5683883896949999,0.07824231530499999,Continental,4541,3991.539
36047037900,0.44939566686,0.04827395313999999,Continental,4660,4207.9800000000005
36047038100,0.39591589488,0.05398853112,Continental,5397,4749.36
36047038300,0.3098241405,0.0442605915,Continental,4720,4130
36047038500,0.389592946527,0.072557642473,Continental,3963,3340.8089999999997
36047038700,0.343817032272,0.09472510072800001,Continental,3882,3043.4880000000003
36047038900,0.32382548890799995,0.151689179092,Continental,2837,1931.9969999999998
36047039100,0.282815667722,0.09833752327800001,Continental,3239,2403.338
36047039300,0.12687005429999998,0.045273845699999996,Continental,3890,2866.93
36047039500,0.20805323061599995,0.067149455384,Continental,3858,2916.6479999999997
36047039700,0.35123786088399994,0.07814827711599999,Continental,3553,2906.354
36047039900,0.264940105506,0.036470708494000005,Continental,3873,3404.367
36047040100,0.060718549878,0.013148299122,Continental,3162,2599.164
36047040300,-0.157441872924,-0.022903915076000002,Continental,3529,3080.817
36047040500,0.26197546176000003,0.041236878240000004,Continental,1513,1307.2320000000002
36047040700,NA,NA,Continental,0,NA
36047040900,0.201152233968,0.025370552031999997,Continental,3836,3406.368
36047041100,-0.5051880470850001,-0.130268615915,Continental,3034,2412.03
36047041300,0.108525575934,0.020211762066000002,Continental,3986,3360.198
36047041500,0.12316245204,0.015534002959999998,Continental,4353,3865.464
36047041700,0.44858258410999996,0.057718300890000004,Continental,3132,2774.9519999999998
36047041900,0.4636009739780001,0.066834923022,Continental,3623,3166.5020000000004
36047042100,0.544204781708,0.12189654229199999,Continental,4259,3479.603
36047042300,0.44987068955400006,0.203062096446,Continental,3978,2740.842
36047042500,0.581459551785,0.209641879215,Continental,3338,2453.43
36047042700,0.429972532206,0.16555729079400003,Continental,4896,3534.912
36047042900,0.29173930709,0.08714290991000001,Continental,5441,4189.57
36047043000,0.566558955638,0.44696332636200004,Continental,3283,1835.197
36047043100,0.49261014518599994,0.20513793581399997,Continental,4694,3313.964
36047043200,0.8889968191140001,0.46411858288599994,Continental,4341,2852.0370000000003
36047043300,0.19595823281199998,0.015659729188,Continental,3628,3359.528
36047043400,0.46763540372000006,0.37343546628,Continental,3537,1966.5720000000001
36047043500,0.25440562224,0.02092513776,Continental,5115,4726.26
36047043600,0.530075890662,0.534333528338,Continental,5059,2519.382
36047043700,0.473071129946,0.11024715605399998,Continental,5696,4619.456
36047043800,0.015294962254000002,0.05391301174600001,Continental,2620,579.02
36047043900,-0.001465096407,-1.25670593e-4,Continental,3515,3237.3149999999996
36047044000,-0.03418795968,-0.12861184832,Continental,2809,589.89
36047044100,-0.07888829872,-0.015815541279999998,Continental,5124,4268.2919999999995
36047044200,-0.19337844846399999,-1.104463487536,Continental,2945,438.805
36047044300,-0.201990043448,-0.059655090552,Continental,4587,3541.164
36047044400,-0.12635167264,-0.66334628136,Continental,3589,574.24
36047044500,0.056419840060000004,0.01238484294,Continental,4729,3877.7799999999997
36047044600,0.517515952974,0.314503264026,Continental,2092,1301.224
36047044700,0.42376002554599995,0.138255923454,Continental,2545,1918.93
36047044800,-0.035135163338,-0.152753410662,Continental,1698,317.526
36047044900,0.421893547648,0.075622428352,Continental,3210,2722.08
36047045000,-0.026326400235000002,-0.290859144765,Continental,566,46.978
36047045200,-0.07541621954700001,-1.247675351453,Continental,2514,143.298
36047045300,0.148052929792,0.053105942208,Continental,2578,1897.408
36047045400,-0.270290989248,-1.1374745797519998,Continental,1681,322.752
36047045600,0.12642953888999997,0.14029944611,Continental,2170,1028.58
36047045800,-0.048168834237000004,-0.254779808763,Continental,1324,210.516
36047046000,0.10045719386100001,0.100056167139,Continental,3131,1568.631
36047046201,-0.11898336235500001,-0.4911877266450001,Continental,2281,444.795
36047046202,0.008643577514000002,0.051801020486,Continental,1942,277.706
36047046400,0.029445274852000002,0.19194776914800002,Continental,2638,350.85400000000004
36047046800,0.020539428536,0.446265765464,Continental,2168,95.39200000000001
36047047000,-0.012336335145000002,-0.120312429855,Continental,2603,242.07900000000004
36047047200,-0.017771844006,-0.828506441994,Continental,2769,58.149
36047047400,-0.025742813820000002,-1.26139787718,Continental,2385,47.7
36047047600,-0.06599441817599999,-1.308889293824,Continental,3385,162.48
36047047700,0.12864481125000002,0.47532143875000005,Continental,3835,816.855
36047047800,-0.10973425338000001,-0.37155633162,Continental,3666,835.8480000000001
36047048000,-0.290829676142,-0.37165250185800003,Continental,3675,1613.325
36047048100,0.352515586185,0.395925148815,Continental,2967,1397.457
36047048200,0.17302362337199997,0.142712915628,Continental,4885,2676.9799999999996
36047048400,0.17402673689800002,0.300160557102,Continental,5574,2045.6580000000004
36047048500,0.47939932678600006,0.5883051872140002,Continental,2289,1027.761
36047048600,0.42617782972799995,0.18614663827199998,Continental,3200,2227.2
36047048800,0.129918963096,0.130962488904,Continental,3896,1940.208
36047048900,0.32129053592,0.00857654408,Continental,3617,3522.9580000000005
36047049000,0.29930691617,0.28187156183,Continental,5601,2884.515
36047049100,0.23861466322799998,0.058169743771999995,Continental,7069,5683.476000000001
36047049200,0.47380951878399996,0.5838010142160001,Continental,2688,1204.224
36047049300,0.549401591424,0.11014413657599999,Continental,7292,6074.236
36047049400,0.13770248823900003,0.13072341476100002,Continental,5707,2927.6910000000003
36047049500,0.304309052694,0.430736968306,Continental,2600,1076.3999999999999
36047049600,0.32610477509600005,0.188256068904,Continental,4093,2594.962
36047049700,0.15044021452,0.28688599047999996,Continental,2717,934.6479999999999
36047049800,-0.005371007543999999,-0.003986148456,Continental,4139,2375.7859999999996
36047049900,0.16045815016,0.56889707784,Continental,1785,392.7
36047050000,0.159549085248,0.19658726575200003,Continental,3953,1770.9439999999997
36047050100,0.17636753894700002,0.429706478053,Continental,3177,924.5070000000001
36047050202,0.032941748896,0.12244385910399999,Continental,2523,534.876
36047050300,0.34961647362199993,0.517918200378,Continental,2670,1076.01
36047050400,0.26500110255,0.31234334745000003,Continental,4741,2176.1189999999997
36047050500,0.487108963575,0.166728571425,Continental,4009,2986.705
36047050600,0.7005591897150001,0.16970067328500002,Continental,5205,4190.0250000000005
36047050700,-0.070085250145,-0.228149856855,Continental,3063,719.805
36047050801,0.396981427403,0.047566643597,Continental,4075,3638.975
36047050803,0.39412303653799996,0.09669020946199999,Continental,2522,2025.166
36047050804,0.332540977548,0.080040880452,Continental,6083,4902.897999999999
36047050900,-0.013514054502,-0.20445456649799998,Continental,5440,337.28
36047051001,0.362153086758,0.028519067242,Continental,4092,3793.284
36047051002,0.5617461376430001,0.071564051357,Continental,4858,4309.046
36047051100,0.016399314665,0.008714490335,Continental,4333,2829.449
36047051200,0.361598983052,0.10618754094799998,Continental,5936,4588.528
36047051300,0.157299143768,0.16503516723199999,Continental,5397,2633.736
36047051400,0.32376681986100003,0.057583969139000005,Continental,7834,6651.066000000001
36047051500,0.36416231907,0.71006281093,Continental,2443,828.1769999999999
36047051601,0.7127892513299999,0.05946345867,Continental,5252,4847.596
36047051602,0.563540591026,0.049670062974,Continental,3895,3579.505
36047051700,0.183281367942,0.527111531058,Continental,2581,665.898
36047051800,0.6363720637020001,0.251176142298,Continental,3328,2386.1760000000004
36047051900,0.14615086363500002,0.373958971365,Continental,5066,1423.546
36047052000,0.597019612068,0.38816126593199995,Continental,3874,2347.644
36047052300,-0.33311845019999997,-0.2129773698,Continental,4854,2960.94
36047052500,-0.32209865111,-0.40009563388999997,Continental,3270,1458.42
36047052600,0.72478783404,0.50366612196,Continental,4491,2649.69
36047052700,-0.125582337513,-0.042533241486999995,Continental,6490,4848.03
36047052800,0.080806884483,0.11970647651699999,Continental,1799,724.997
36047052900,-0.008592438768,-0.28769855323199994,Continental,3443,99.847
36047053000,0.071675427061,0.09618271593899999,Continental,4060,1733.6200000000001
36047053100,-0.018005857109,-0.40073500589100003,Continental,8833,379.81899999999996
36047053200,-0.2700176958,-0.39669266419999993,Continental,2789,1129.545
36047053300,-0.019535026929000002,-0.6106271320710001,Continental,6754,209.374
36047053400,-0.466976782464,-0.6343835535360001,Continental,4232,1794.368
36047053500,-0.11208545357199999,-0.806647772428,Continental,3708,452.376
36047053700,-0.028094851104,-0.849869245896,Continental,3862,123.584
36047053800,-0.412645824778,-0.797459233222,Continental,5180,1766.38
36047053900,-0.285429810644,-1.0238812473560002,Continental,2483,541.294
36047054200,-0.179508799965,-0.9084233210349999,Continental,4008,661.32
